source,target,weight
dilzz v2,ibunya ragaf,0.7575
dilzz v2,ig: ?,0.8463
dilzz v2,inyong,0.8463
dilzz v2,jesiccaaa,0.7249
dilzz v2,joviinantaaaa,0.6928
dilzz v2,"kaa,a",0.7365
dilzz v2,kaji,0.6937
dilzz v2,kiking,0.8029
dilzz v2,king persija,0.6504
dilzz v2,kruxill🎃,0.6897
dilzz v2,l4ngz_strong,0.6616
dilzz v2,lah iya,0.813
dilzz v2,lele_byakar@gmail.comm,0.6866
dilzz v2,m. rizqi_,0.7303
dilzz v2,mawar hitam 🌹🗡️,0.7382
dilzz v2,mka. kka,0.6924
dilzz v2,muhamad rian,0.6745
dilzz v2,naufabyktsr,0.6727
dilzz v2,nobody,0.6736
dilzz v2,nuuuuu,0.6917
dilzz v2,pak haji,0.7864
dilzz v2,panggil vans✌️,0.6743
dilzz v2,pecey yeye,0.6616
dilzz v2,r4ndsyh,0.6959
dilzz v2,rahmat kartolo,0.6679
dilzz v2,reendstore,0.656
dilzz v2,rio,0.6724
dilzz v2,rizzstecu✌️,0.9352
dilzz v2,rzl,0.6715
dilzz v2,sapa bae,0.6989
dilzz v2,satria 🙌,0.6946
dilzz v2,sayaangaenii❤️‍🔥,0.664
dilzz v2,scc winoww,0.6795
dilzz v2,scc.,0.7558
dilzz v2,secccfldsuuu21,0.7107
dilzz v2,tinnyee,0.7776
dilzz v2,username12375,0.8055
dilzz v2,wdyt_,0.6604
dilzz v2,weird zeze🇩🇪,0.6661
dilzz v2,xlx🇮🇲,0.6714
dilzz v2,yaraaayaaaa,0.7162
dilzz v2,yogaaa21,0.7303
dilzz v2,zaka.ya,0.7161
dilzz v2,zannn,0.6828
dilzz v2,zazamm,0.65
dilzz v2,~~boyszzarddd~~ardboysss🇦🇱🪩,0.6727
dilzz v2,تسلق,0.6906
dilzz v2,ಠ_ರೃ,0.6867
dilzz v2,☝️👌👌cc,0.6637
dilzz v2,♥,0.8737
dilzz v2,𓏵,0.6629
dilzz v2,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.6618
dilzz v2,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.8346
dilzz v2,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6879
dilzz v2,𝘿𝙚𝙣,0.7103
dilzz v2,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.6714
dilzz v2,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.6757
dilzz v2,🐦,0.7751
dilzz v2,👀,0.6854
dilzz v2,👾,0.6917
dilzz v2,🧋,0.7147
dimzz.stecu(setelan.cuwek💢🥶),donz2nd,0.6934
dimzz.stecu(setelan.cuwek💢🥶),dwk,0.7295
dimzz.stecu(setelan.cuwek💢🥶),dân stfu⸸,0.7946
dimzz.stecu(setelan.cuwek💢🥶),dín dlgk?,0.7199
dimzz.stecu(setelan.cuwek💢🥶),el smile,0.7493
dimzz.stecu(setelan.cuwek💢🥶),er,0.6625
dimzz.stecu(setelan.cuwek💢🥶),fakri,0.6726
dimzz.stecu(setelan.cuwek💢🥶),febriansyah,0.6633
dimzz.stecu(setelan.cuwek💢🥶),fikaa,0.6821
dimzz.stecu(setelan.cuwek💢🥶),finzz★,0.7482
dimzz.stecu(setelan.cuwek💢🥶),frzardtyaalvro,0.7565
dimzz.stecu(setelan.cuwek💢🥶),genzzz,0.711
dimzz.stecu(setelan.cuwek💢🥶),gesang wl,0.6568
dimzz.stecu(setelan.cuwek💢🥶),grandberkahdoaibu,0.7234
dimzz.stecu(setelan.cuwek💢🥶),hii i'm bayy.,0.6675
dimzz.stecu(setelan.cuwek💢🥶),hyan,0.7013
dimzz.stecu(setelan.cuwek💢🥶),hαpiz_boyss⚡,0.731
dimzz.stecu(setelan.cuwek💢🥶),i,0.6959
dimzz.stecu(setelan.cuwek💢🥶),ibunya ragaf,0.7453
dimzz.stecu(setelan.cuwek💢🥶),ig : d4agonz🥷🇦🇱,0.6579
dimzz.stecu(setelan.cuwek💢🥶),ig : d4haas.👾,0.6882
dimzz.stecu(setelan.cuwek💢🥶),ig:4ufa_l,0.6755
dimzz.stecu(setelan.cuwek💢🥶),ikhsan hair,0.7113
dimzz.stecu(setelan.cuwek💢🥶),im.p4yeng!!,0.6529
dimzz.stecu(setelan.cuwek💢🥶),inieidan,0.7156
dimzz.stecu(setelan.cuwek💢🥶),ivx.ixxi_vii~,0.6609
dimzz.stecu(setelan.cuwek💢🥶),jagoan orangtua,0.6806
dimzz.stecu(setelan.cuwek💢🥶),javrr⚡,0.7933
dimzz.stecu(setelan.cuwek💢🥶),jdr,0.6993
dimzz.stecu(setelan.cuwek💢🥶),jesiccaaa,0.7514
dimzz.stecu(setelan.cuwek💢🥶),kaji,0.7426
dimzz.stecu(setelan.cuwek💢🥶),kang bahar,0.7274
dimzz.stecu(setelan.cuwek💢🥶),kelzy24,0.6647
dimzz.stecu(setelan.cuwek💢🥶),kib3nk_ta,0.6632
dimzz.stecu(setelan.cuwek💢🥶),kin_💫,0.6586
dimzz.stecu(setelan.cuwek💢🥶),kruxill🎃,0.7874
dimzz.stecu(setelan.cuwek💢🥶),l4nkk,0.6782
dimzz.stecu(setelan.cuwek💢🥶),lah iya,0.6982
dimzz.stecu(setelan.cuwek💢🥶),lah?kenapa?,0.7243
dimzz.stecu(setelan.cuwek💢🥶),lele_byakar@gmail.comm,0.8263
dimzz.stecu(setelan.cuwek💢🥶),lihgal18,0.7805
dimzz.stecu(setelan.cuwek💢🥶),mas eng69,0.6586
dimzz.stecu(setelan.cuwek💢🥶),mawar hitam 🌹🗡️,0.8041
dimzz.stecu(setelan.cuwek💢🥶),mawarr,0.6744
dimzz.stecu(setelan.cuwek💢🥶),mhrullam,0.7331
dimzz.stecu(setelan.cuwek💢🥶),muhammadchilung,0.6832
dimzz.stecu(setelan.cuwek💢🥶),nadhiff👾,0.7494
dimzz.stecu(setelan.cuwek💢🥶),narzz🌊🌊,0.697
dimzz.stecu(setelan.cuwek💢🥶),ndre4you,0.6985
dimzz.stecu(setelan.cuwek💢🥶),nino,0.6815
dimzz.stecu(setelan.cuwek💢🥶),nnaann🔫,0.6582
dimzz.stecu(setelan.cuwek💢🥶),nobody,0.7382
dimzz.stecu(setelan.cuwek💢🥶),ol²²oy,0.8357
dimzz.stecu(setelan.cuwek💢🥶),p4tooookkkk,0.664
dimzz.stecu(setelan.cuwek💢🥶),pisangambon,0.6855
dimzz.stecu(setelan.cuwek💢🥶),praditailhm_,0.7409
dimzz.stecu(setelan.cuwek💢🥶),put,0.6781
dimzz.stecu(setelan.cuwek💢🥶),qila012,0.7335
dimzz.stecu(setelan.cuwek💢🥶),raf,0.657
dimzz.stecu(setelan.cuwek💢🥶),rafyy😹,0.6711
dimzz.stecu(setelan.cuwek💢🥶),rahmanpru,0.6574
dimzz.stecu(setelan.cuwek💢🥶),rahmat kartolo,0.6744
dimzz.stecu(setelan.cuwek💢🥶),rℹ️k🅾️🅾️🅾️,0.8232
dimzz.stecu(setelan.cuwek💢🥶),safi,0.6998
dimzz.stecu(setelan.cuwek💢🥶),sara ariska,0.6613
dimzz.stecu(setelan.cuwek💢🥶),satria 🙌,0.7415
dimzz.stecu(setelan.cuwek💢🥶),scc winoww,0.776
dimzz.stecu(setelan.cuwek💢🥶),scc.,0.6801
dimzz.stecu(setelan.cuwek💢🥶),secccfldsuuu21,0.6812
dimzz.stecu(setelan.cuwek💢🥶),sendiiisen©📍,0.7701
dimzz.stecu(setelan.cuwek💢🥶),septiana,0.6626
dimzz.stecu(setelan.cuwek💢🥶),stecu💤,0.6979
dimzz.stecu(setelan.cuwek💢🥶),syaf__👾👾,0.6935
dimzz.stecu(setelan.cuwek💢🥶),talasku99,0.7034
dimzz.stecu(setelan.cuwek💢🥶),tam,0.6904
dimzz.stecu(setelan.cuwek💢🥶),tangrajinngaji,0.6887
dimzz.stecu(setelan.cuwek💢🥶),teteh_jawa,0.703
dimzz.stecu(setelan.cuwek💢🥶),theeryoou,0.6819
dimzz.stecu(setelan.cuwek💢🥶),tinnyee,0.7194
dimzz.stecu(setelan.cuwek💢🥶),tofik.putra17,0.7326
dimzz.stecu(setelan.cuwek💢🥶),trisis,0.7149
dimzz.stecu(setelan.cuwek💢🥶),upin🐼,0.6719
dimzz.stecu(setelan.cuwek💢🥶),user13463#457344,0.6807
dimzz.stecu(setelan.cuwek💢🥶),va 17hd,0.7312
dimzz.stecu(setelan.cuwek💢🥶),van pablo,0.659
dimzz.stecu(setelan.cuwek💢🥶),vanooo,0.7166
dimzz.stecu(setelan.cuwek💢🥶),varkon🚀🚀,0.6568
dimzz.stecu(setelan.cuwek💢🥶),viann,0.7119
dimzz.stecu(setelan.cuwek💢🥶),vittss..,0.7265
dimzz.stecu(setelan.cuwek💢🥶),wo,0.6525
dimzz.stecu(setelan.cuwek💢🥶),wong elek,0.7158
dimzz.stecu(setelan.cuwek💢🥶),ws🪩,0.7139
dimzz.stecu(setelan.cuwek💢🥶),wzrd,0.6564
dimzz.stecu(setelan.cuwek💢🥶),yanuar,0.674
dimzz.stecu(setelan.cuwek💢🥶),yogaaa21,0.7459
dimzz.stecu(setelan.cuwek💢🥶),yyy,0.7334
dimzz.stecu(setelan.cuwek💢🥶),zaall,0.695
dimzz.stecu(setelan.cuwek💢🥶),zaka.ya,0.7185
dimzz.stecu(setelan.cuwek💢🥶),zazamm,0.7616
dimzz.stecu(setelan.cuwek💢🥶),zrill🇦🇱🇦🇱,0.7056
dimzz.stecu(setelan.cuwek💢🥶),ɴᴀᴛ,0.7146
dimzz.stecu(setelan.cuwek💢🥶),˚ ༘ 🦕𖦹⋆｡˚,0.7338
dimzz.stecu(setelan.cuwek💢🥶),⋇⋆✦chelsea ♛┈⛧♡,0.7136
dimzz.stecu(setelan.cuwek💢🥶),☝️👌👌cc,0.8115
dimzz.stecu(setelan.cuwek💢🥶),♥,0.6686
dimzz.stecu(setelan.cuwek💢🥶),✌️,0.7039
dimzz.stecu(setelan.cuwek💢🥶),マᥱž𝚊,0.7663
dimzz.stecu(setelan.cuwek💢🥶),윙고🇲🇨🇰🇷,0.6673
dimzz.stecu(setelan.cuwek💢🥶),️dika_sajah,0.6739
dimzz.stecu(setelan.cuwek💢🥶),￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.6793
dimzz.stecu(setelan.cuwek💢🥶),￴￴,0.746
dimzz.stecu(setelan.cuwek💢🥶),𝐫𝐢𝐝𝐨𝐨🕊️,0.679
dimzz.stecu(setelan.cuwek💢🥶),𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.7904
dimzz.stecu(setelan.cuwek💢🥶),𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6629
dimzz.stecu(setelan.cuwek💢🥶),𝕶𝖞𝖓𝖟𝖟,0.6849
dimzz.stecu(setelan.cuwek💢🥶),𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.7153
dimzz.stecu(setelan.cuwek💢🥶),𝘿𝙚𝙣,0.7116
dimzz.stecu(setelan.cuwek💢🥶),𝙋𝙍𝙄𝙉𝘾𝙀 15,0.7175
dimzz.stecu(setelan.cuwek💢🥶),𝙡𝙚𝙣𝙜,0.7647
dimzz.stecu(setelan.cuwek💢🥶),🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.7678
dimzz.stecu(setelan.cuwek💢🥶),🐣,0.6755
dimzz.stecu(setelan.cuwek💢🥶),🐦,0.6623
dimzz.stecu(setelan.cuwek💢🥶),💩.,0.7083
dimzz.stecu(setelan.cuwek💢🥶),🕊,0.7704
dimzz.stecu(setelan.cuwek💢🥶),😡,0.7056
dip_16,fahri..☘️☘️,0.8216
dip_16,fuckingawerizsome,0.7317
dip_16,hamz storee,0.7083
dip_16,ini blue🔵💨,0.6627
dip_16,jok,0.7637
dip_16,joller🇦🇱,0.7361
dip_16,kasnudtone,0.6772
dip_16,kh,0.7064
dip_16,king persija,0.7334
dip_16,na.,0.7716
dip_16,naufabyktsr,0.6721
dip_16,noellnr🍒,0.7408
dip_16,nyong,0.7361
dip_16,nyong ibaim,0.6606
dip_16,p1n,0.8156
dip_16,pangerankodok77,0.7317
dip_16,parell✈️💤,0.7361
dip_16,pikaars?,0.6778
dip_16,proo,0.7361
dip_16,rass.,0.7361
dip_16,ristiana08,0.6599
dip_16,s. g. t.,0.7523
dip_16,sestu,0.7637
dip_16,sucilestaripp_08,0.7298
dip_16,syakila pbg,0.7637
dip_16,syaqella,0.6599
dip_16,tll,0.7785
dip_16,vinza,0.6948
dip_16,wong gringsing,0.7637
dip_16,yafzz•𝙯𝙤𝙡𝙙𝙮𝙠🔰💤,0.7317
dip_16,y🅰️hya?,1.0
dip_16,z4m,0.6654
dip_16,~~boyszzarddd~~ardboysss🇦🇱🪩,0.6721
dip_16,່,0.7361
dip_16,✧-ta_kepkat,0.6944
dip_16,❤️💛💚,0.7177
dip_16,𝐀𝐋𝐄𝐗𝐀𝐍𝐃𝐑𝐈𝐀,0.6552
dip_16,𝑦𝑦𝑦𝑦,1.0
dip_16,𝔅𝔩𝔲𝔢𝔢𝔅𝔬𝔬𝔰𝔱 💨💫,0.7651
dip_16,"𝖂𝖍𝖔'𝕾,𝕭𝖗𝖆𝖓රධ",0.6933
dip_16,𝗕𝗠𝗞𝗚,0.7361
dip_16,𝘁𝗿ē𝗻𝗱à𝗻𝘇𝘅,0.7361
dip_16,🌵dnd's_mom🌵,0.6565
dip_16,👻,0.693
dip_16,💫,0.855
dip_16,🔥theeam3ll⚡,0.7206
ditzzganteng,f4r11!🇦🇱🇦🇱,0.6665
ditzzganteng,fahri..☘️☘️,0.6973
ditzzganteng,fuckingawerizsome,0.6682
ditzzganteng,hamz storee,0.7116
ditzzganteng,hanipipipip,0.6928
ditzzganteng,jazkyy1233,0.6698
ditzzganteng,kh,0.6586
ditzzganteng,lekngasu,0.7117
ditzzganteng,mulyati,0.6648
ditzzganteng,noellnr🍒,0.6929
ditzzganteng,nyong ibaim,0.7011
ditzzganteng,official store🛒🛍️,0.6813
ditzzganteng,opangpar,0.7655
ditzzganteng,p1n,0.6586
ditzzganteng,pangerankodok77,0.6682
ditzzganteng,panggil vans✌️,0.6605
ditzzganteng,pdpputragemilang!,0.7188
ditzzganteng,railfans ngapak🅥,0.6606
ditzzganteng,rara,0.6699
ditzzganteng,tll,0.6692
ditzzganteng,wdyt_,0.8224
ditzzganteng,xlx🇮🇲,0.6798
ditzzganteng,yafzz•𝙯𝙤𝙡𝙙𝙮𝙠🔰💤,0.6682
ditzzganteng,you're okay reszz,0.6637
ditzzganteng,z4m,0.6664
ditzzganteng,ғɪᴋʀɪ🐦‍🔥,0.6892
ditzzganteng,ಠ_ರೃ,0.6903
ditzzganteng,𓏵,0.7552
ditzzganteng,"𝖂𝖍𝖔'𝕾,𝕭𝖗𝖆𝖓රධ",0.6784
ditzzganteng,💫,0.6529
ditzzganteng,🫧,0.6603
dly,dwi reny makmoy makm,0.6509
dly,edhy soekamto,0.6614
dly,fafang🕷️,0.6628
dly,faiz,0.8704
dly,fkhri,0.6793
dly,garangan mulet,0.6706
dly,hilman,0.7829
dly,hpiss,0.6747
dly,ibunya ragaf,0.6889
dly,ig :_17rrif★,0.7501
dly,ig: ?,0.6586
dly,inyong,0.6586
dly,joviinantaaaa,0.678
dly,jun santuy,0.8558
dly,juvvv,0.6571
dly,"kaa,a",0.757
dly,kaji,0.6516
dly,keee keee,0.7166
dly,kelzy24,0.6582
dly,kiking,0.681
dly,l3o m,0.8147
dly,l4ngz_strong,0.6735
dly,lah iya,0.7265
dly,m. rizqi_,0.6992
dly,masjack3195,0.6515
dly,mawar hitam 🌹🗡️,0.6783
dly,mbahnya nafisha dan sava,0.7505
dly,mbuhsapa🤥,0.7501
dly,mengomentari postingan anda,0.8096
dly,mka. kka,0.7119
dly,muhamad rian,0.7373
dly,mynnn,0.7854
dly,naufabyktsr,0.7757
dly,nick!!!,0.7907
dly,nobody,0.6923
dly,nur fadil,0.6662
dly,nuuuuu,0.8257
dly,pak haji,0.6776
dly,pak haji sara,0.7835
dly,panggil vans✌️,0.7332
dly,pecey yeye,0.6735
dly,pip2nd🧿,0.6877
dly,princess 💅,0.6745
dly,r4ndsyh,0.6789
dly,ranji💤,0.6968
dly,reval soso,0.6849
dly,rizzstecu✌️,0.7004
dly,rzl,0.6834
dly,sabiantiwulariata,0.6632
dly,sapa bae,0.6588
dly,satria 🙌,0.6569
dly,say,0.6699
dly,sayaangaenii❤️‍🔥,0.6973
dly,scc.,0.697
dly,secccfldsuuu21,0.6902
dly,septiana,0.6506
dly,sopo》,0.8589
dly,the last good man,0.6745
dly,tinnyee,0.7213
dly,username12375,0.6733
dly,uuppio,0.6981
dly,xlx🇮🇲,0.7309
dly,yaraaayaaaa,0.6657
dly,yogaaa21,0.689
dly,zain,0.6705
dly,zannn,0.7372
dly,zrill💥,0.8838
dly,~~boyszzarddd~~ardboysss🇦🇱🪩,0.7757
dly,▪️,0.7663
dly,♥,0.6785
dly,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.6646
dly,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6952
dly,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.7015
dly,🐦,0.6821
dly,👻hsb👻,0.8362
dly,👾,0.8257
dly,🧋,0.7369
dnnyourlgh★,hanifnur,0.7001
dnnyourlgh★,m6uladi.,0.681
dnnyourlgh★,maulll suka suka,0.6951
dnnyourlgh★,ristiani14,0.6938
do,dwi reny makmoy makm,0.6626
do,"elan jangan nakal ya, iya mah",0.6847
do,elyraa,0.6544
do,faaa12,0.6505
do,fann,0.6527
do,f⚡,0.657
do,garangan mulet,0.7023
do,glowupbareng.id,0.6754
do,granddream,0.6583
do,"gzzz,💤",0.6815
do,hpiss,0.6963
do,im.p4yeng!!,0.6699
do,jarot bae,0.7271
do,keee keee,0.7638
do,kelzy24,0.7537
do,kizy🇦🇱,0.6885
do,l4ngz_strong,0.6804
do,lah iya,0.6923
do,m. rizqi_,0.6774
do,mamaz ap,0.6919
do,martati,0.6583
do,maulll suka suka,0.7074
do,mrco,0.6654
do,n,0.6725
do,nayor,0.6869
do,nuuuu,0.6699
do,nuuuuu,0.7086
do,osdaglog14,0.7021
do,patrick bateman,0.7609
do,pecey yeye,0.6804
do,putra barepjr,0.6503
do,putz!!,0.661
do,r e t z,0.6847
do,r4ndsyh,0.6511
do,reendstore,0.6662
do,rehan.aj,0.6578
do,sabiantiwulariata,0.6538
do,saitama.botak6,0.7011
do,sazz,0.6741
do,sn0w,0.6745
do,sri66790,0.6843
do,the last good man,0.7831
do,tole bf official316,0.698
do,ultrambuttttt,0.6597
do,userr4532552,0.703
do,uuppio,0.7175
do,vinss,0.6935
do,vnn$fomo,0.6729
do,wdyt_,0.6602
do,weird zeze🇩🇪,0.6542
do,wh0,0.653
do,yogszz⚡,0.6739
do,zain,0.7256
do,zannn,0.6721
do,àlwàysdip,0.6647
do,˚꩜｡⋆˚࿔ 𝔂𝓪𝔂𝓪 𝜗𝜚˚⋆🧸ྀི,0.6896
do,𝘉𝘐 𝔟𝔢𝔫𝔠𝔦 𝔠𝔦𝔫𝔱𝔞~,0.6531
do,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.681
do,🆘,0.6982
do,👾,0.7086
do,🕸️,0.6623
do,🫧,0.6627
donz2nd,dubidubidam5,0.748
donz2nd,dwi reny makmoy makm,0.7106
donz2nd,dwk,0.7599
donz2nd,dân stfu⸸,0.7319
donz2nd,dín dlgk?,0.7334
donz2nd,dɹısɐɐɐ,0.7232
donz2nd,edhy soekamto,0.755
donz2nd,el smile,0.7431
donz2nd,ens,0.7277
donz2nd,er,0.6551
donz2nd,espede racing,0.8429
donz2nd,f,0.682
donz2nd,faaa12,0.69
donz2nd,fafang🕷️,0.7152
donz2nd,faiqqqqqqq,0.6873
donz2nd,fakri,0.7785
donz2nd,farrel,0.7311
donz2nd,ffi🕷️,0.7385
donz2nd,fikaa,0.7779
donz2nd,fin.,0.6597
donz2nd,frzardtyaalvro,0.7802
donz2nd,fwarelll123,0.6695
donz2nd,g,0.722
donz2nd,genjur,0.7101
donz2nd,genzzz,0.7612
donz2nd,gh4ny1,0.6593
donz2nd,grandberkahdoaibu,0.6752
donz2nd,hermanto,0.7758
donz2nd,hibban∆,0.7203
donz2nd,hii i'm bayy.,0.7182
donz2nd,hpiss,0.6716
donz2nd,hyan,0.6553
donz2nd,hαpiz_boyss⚡,0.6921
donz2nd,hαηs кαккσɪɪ.dnd.,0.6753
donz2nd,i,0.6743
donz2nd,ibunya ragaf,0.7721
donz2nd,ifaashion.id,0.7123
donz2nd,ig : d4haas.👾,0.7361
donz2nd,ig: ?,0.704
donz2nd,ig:4ufa_l,0.7248
donz2nd,ikhsan hair,0.6738
donz2nd,im.p4yeng!!,0.6758
donz2nd,inieidan,0.7105
donz2nd,inyong,0.704
donz2nd,jagoan orangtua,0.8045
donz2nd,javrr⚡,0.8175
donz2nd,jdr,0.777
donz2nd,jepri night🦸,0.7164
donz2nd,jesiccaaa,0.7174
donz2nd,just friend🙂,0.7002
donz2nd,"kaa,a",0.6924
donz2nd,kaji,0.6849
donz2nd,kang bahar,0.7201
donz2nd,keee keee,0.6848
donz2nd,kian santang,0.6785
donz2nd,"kicau mania""😷✌",0.6516
donz2nd,kin_💫,0.7263
donz2nd,kruxill🎃,0.737
donz2nd,l4nkk,0.7247
donz2nd,lah iya,0.7807
donz2nd,lah?kenapa?,0.6992
donz2nd,lele_byakar@gmail.comm,0.7679
donz2nd,lihgal18,0.7372
donz2nd,mawar hitam 🌹🗡️,0.7478
donz2nd,mawarr,0.6824
donz2nd,mengomentari postingan anda,0.6776
donz2nd,mhrullam,0.7718
donz2nd,mka. kka,0.7363
donz2nd,mmmmm,0.7118
donz2nd,mommy bibiel,0.6941
donz2nd,muhammadchilung,0.7867
donz2nd,mvinta,0.7403
donz2nd,mykids,0.7034
donz2nd,naa_,0.6641
donz2nd,nadhiff👾,0.7598
donz2nd,nar setecu🌀💤🌊,0.6935
donz2nd,narti,0.6769
donz2nd,narzz🌊🌊,0.721
donz2nd,ndre4you,0.6542
donz2nd,neyymar kee jakarta,0.6594
donz2nd,nnaann🔫,0.6926
donz2nd,nobody,0.762
donz2nd,nur fadil,0.6777
donz2nd,nuuuuu,0.6501
donz2nd,ol²²oy,0.7093
donz2nd,oz_,0.7807
donz2nd,p4tooookkkk,0.8027
donz2nd,padil,0.6985
donz2nd,pak haji,0.7445
donz2nd,pak haji sara,0.7042
donz2nd,pangeran k,0.6878
donz2nd,patirrrv2🖤,0.6603
donz2nd,pip2nd🧿,0.7134
donz2nd,pisangambon,0.7184
donz2nd,piscesmod,0.6945
donz2nd,praditailhm_,0.7863
donz2nd,princess 💅,0.741
donz2nd,put,0.7475
donz2nd,qila012,0.7886
donz2nd,raf,0.6899
donz2nd,rafyy😹,0.6799
donz2nd,rahmat kartolo,0.7694
donz2nd,rempeyek_500🌊,0.7245
donz2nd,rfky,0.726
donz2nd,rijakipp,0.685
donz2nd,rivann.ahah,0.6749
donz2nd,rizzstecu✌️,0.6852
donz2nd,rzl,0.7245
donz2nd,rℹ️k🅾️🅾️🅾️,0.7545
donz2nd,safi,0.7183
donz2nd,samshl_22,0.6784
donz2nd,sara ariska,0.6896
donz2nd,satria 🙌,0.8521
donz2nd,satyaa ✦,0.6697
donz2nd,scc winoww,0.7418
donz2nd,scc.,0.7545
donz2nd,secccfldsuuu21,0.7913
donz2nd,sendiiisen©📍,0.7362
donz2nd,set? iy syng,0.6838
donz2nd,si kucing,0.7203
donz2nd,stecu💤,0.728
donz2nd,superman,0.6768
donz2nd,syaf__👾👾,0.7215
donz2nd,talasku99,0.6518
donz2nd,tam,0.7978
donz2nd,tangrajinngaji,0.7528
donz2nd,taxi barang purwokerto,0.7258
donz2nd,teteh_jawa,0.6778
donz2nd,theeryoou,0.7089
donz2nd,tinnyee,0.784
donz2nd,tofik.putra17,0.8364
donz2nd,user13463#457344,0.7694
donz2nd,user7098643456,0.72
donz2nd,uuppio,0.6797
donz2nd,va 17hd,0.7386
donz2nd,van pablo,0.737
donz2nd,vanooo,0.7051
donz2nd,viann,0.8168
donz2nd,vittss..,0.6809
donz2nd,wiindoc,0.6572
donz2nd,wo,0.6692
donz2nd,wong elek,0.7083
donz2nd,wongwonganmumet,0.6971
donz2nd,ws🪩,0.7998
donz2nd,wzrd,0.7539
donz2nd,yanuar,0.7219
donz2nd,yaraaayaaaa,0.76
donz2nd,yesakiw,0.6522
donz2nd,yogaaa21,0.7479
donz2nd,yyy,0.7102
donz2nd,y💥💯                😛,0.7263
donz2nd,z4kk🇦🇱🇦🇱,0.7303
donz2nd,zaall,0.7006
donz2nd,zain,0.7097
donz2nd,zaka.ya,0.8077
donz2nd,zazamm,0.7631
donz2nd,zeniperr,0.7464
donz2nd,zppcx,0.6527
donz2nd,zrill🇦🇱🇦🇱,0.7526
donz2nd,àlwàysdip,0.6679
donz2nd,ɴᴀᴛ,0.6674
donz2nd,˚ ༘ 🦕𖦹⋆｡˚,0.7965
donz2nd,فەیزال,0.7083
donz2nd,™.yunz ★ 447.¥,0.6616
donz2nd,⋇⋆✦chelsea ♛┈⛧♡,0.7627
donz2nd,★,0.714
donz2nd,☝️👌👌cc,0.7155
donz2nd,♥,0.6832
donz2nd,✌️,0.6709
donz2nd,ザキ・アルディアンシア,0.6531
donz2nd,マᥱž𝚊,0.6525
donz2nd,윙고🇲🇨🇰🇷,0.7195
donz2nd,️dika_sajah,0.7549
donz2nd,￴,0.6819
donz2nd,￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.7195
donz2nd,￴￴,0.7044
donz2nd,𝐫𝐢𝐝𝐨𝐨🕊️,0.6986
donz2nd,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.7006
donz2nd,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.7396
donz2nd,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.8445
donz2nd,𝕶𝖞𝖓𝖟𝖟,0.706
donz2nd,𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.6954
donz2nd,𝘿𝙚𝙣,0.7583
donz2nd,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.7702
donz2nd,𝙖𝙩𝙨𝙨,0.6728
donz2nd,𝙡𝙚𝙣𝙜,0.8167
donz2nd,𝙧𝙖𝙙𝙚𝙣𝙣𝙠𝙪𝙘𝙞𝙩𝙩🌊,0.7355
donz2nd,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.6834
donz2nd,🐣,0.6929
donz2nd,🐦,0.6957
donz2nd,👾,0.6501
donz2nd,💋,0.7438
donz2nd,💩.,0.6679
donz2nd,🔴⚪,0.6725
donz2nd,🕊,0.8363
donz2nd,🧋,0.6582
dubidubidam5,dwi reny makmoy makm,0.7206
dubidubidam5,dwk,0.7567
dubidubidam5,dín dlgk?,0.6539
dubidubidam5,dɹısɐɐɐ,0.7181
dubidubidam5,edhy soekamto,0.7339
dubidubidam5,el smile,0.6681
dubidubidam5,ens,0.805
dubidubidam5,espede racing,0.7574
dubidubidam5,faaa12,0.6537
dubidubidam5,farrel,0.6875
dubidubidam5,ffi🕷️,0.7884
dubidubidam5,fikaa,0.6566
dubidubidam5,fin.,0.6904
dubidubidam5,frzardtyaalvro,0.6557
dubidubidam5,fwarelll123,0.6684
